,Gender,UG Specialization (Major),Interests,Skills,Average CGPA/Percentage,Certification Courses,Certification Course Title,Working Status,Mapped Category
1147,1,mechanical engineering,"technology,web designing,data analytics","data visualization skills power bi tableau ,machine learning skills,r,python,artificial intelligence,sql",80.0,1,data science and artificial intelligence ,0,Technology & Data Science
1148,0,marketing ,game industry,"c ,unity 3d,object oriented programming oop ,game development,data structures,c ,unreal engine 4,c programming language",70.96,1,"c#; simulate space mario game;2d-platform-game;
3d battle-tank-game;",1,Creative Arts & Entertainment
1149,0,mechanical engineering,"financial analysis, news coverage, social justice, entrepreneurship, understand human behaviour, understand human body","reading, subject knowledge",76.0,0,no,1,Business & Entrepreneurship
1150,0,electrical and electronics engineering,"technology,data analytics,digital marketing,data scientist,web development,social media marketing,information technology","risk management skills,social media marketing",50.0,1,digital marketing ,0,Technology & Data Science
1151,0,"physics, chemistry and mathematics","research,technology,data analytics,data scientist","active listening,critical thinking,gathering information,people management,problem solving skills,risk management skills",69.0,0,no,1,Technology & Data Science
1152,1,english,"technology, entrepreneurship","ml, python, sql, programming, team work, excel, logical skills, presentation skills, tableau",77.9,0,no,1,Technology & Data Science
1153,0,mechanical engineering,"data analytics,data scientist","programming language skills,analytical skills,problem solving skills,data visualization skills power bi tableau ,machine learning skills,r,python,artificial intelligence,sql,good communication skills",55.33,0,no,0,Technology & Data Science
1154,0,nathing ,"financial analysis,trading",analytical skills,57.0,0,no,0,Business & Entrepreneurship
1155,0,commerce ,"content writing,data analytics,data scientist,industires","accounting skills,active listening,hardware skills,programming language skills,analytical skills,editing,hr",61.0,0,no,1,Technology & Data Science
1156,0,computer science engineering,teaching,editing,54.0,0,no,1,Career & Professional Development
1157,0,computer science engineering,govt job,"accounting skills,critical thinking,editing,content creation",58.9,0,no,1,Career & Professional Development
1158,0,mechanical engineering,"web designing,information technology",programming language skills,52.0,0,no,1,Technology & Data Science
1159,1,statistics,"research,data analytics,web development,social media marketing,social causes,industires,sports industry","programming language skills,critical thinking,gathering information,communication skills,negotiation skills,mass communication,leadership,editing,problem solving skills,risk management skills,c ,presentation skills,linux,python,content creation,java,cloud computing,matlab,good communication skills,sap,aws,salesforce admin",80.75,1,salesforce admin,1,Technology & Data Science
1160,1,automobile engineering,"industires,design",cad cae autocad catia ansys proe seimensnx,68.5,1,ugs nx5,1,Technical & Engineering Fields
1161,1,mechanical engineering ,"financial analysis,research,sales marketing,teaching,technology,supply chain analysis,data analytics,data scientist","active listening,critical thinking,gathering information,artistic creative skills,business knowledge,analytical skills,people management,communication skills,problem solving skills,writing skills,machine learning skills,python,artificial intelligence,automation",65.0,0,no,1,Technology & Data Science
1162,0,mechanical engineering,entrepreneurship,"critical thinking, analytic thinking, problem solving skills",71.72,0,no,0,Business & Entrepreneurship
1163,1,history,"research,teaching,supply chain analysis,gardening,social causes,industires","critical thinking,artistic creative skills,analytical skills,problem solving skills,risk management skills,artificial intelligence,good communication skills",71.3,1,industrial automation ,1,Career & Professional Development
1164,0,graphics,"technology,trading,data analytics,industires","machine learning skills,python",71.25,0,no,0,Technology & Data Science
1165,0,mechanical enggineering,"teaching,trading,supply chain analysis,data analytics,market reserach","active listening,business knowledge,analytical skills,communication skills,leadership,problem solving skills,sales,social media marketing,good communication skills,teaching",50.0,1,tata strive ,0,Business & Entrepreneurship
1166,0,agriculture biotechnalogy,"web designing,design",designing skills,66.97,1,uiux diploma ,1,Creative & Design
1167,0,mathematics,"research,sales marketing,market reserach","active listening,communication skills,negotiation skills,problem solving skills,client management",65.0,0,no,1,Business & Entrepreneurship
1168,1,commerce,research,"active listening, analytic thinking, gathering informing, work under pressure, team work, excel, logical skills, reporting",81.8,1,nptel online certification in experimental biotechnology,0,Career & Professional Development
1169,1,information technalogy ,"research,govt job",medical knowledge,76.0,0,no,0,Career & Professional Development
1170,1,statistics,understand human behaviour,accounting skills,80.75,1,bank coaching ,0,Social Impact & Humanities
1171,1,civil engineering,"technology,web designing,data analytics","gathering information,analytical skills,communication skills,leadership,data visualization skills power bi tableau ,interpersonal skills",80.75,0,no,1,Technology & Data Science
